image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Taipei_University_Special_Zone_and_Sanying_Line.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Taipei_University_Special_Zone_and_Sanying_Line.jpg/220px-Taipei_University_Special_Zone_and_Sanying_Line.jpg,Taipei_University_Special_Zone," It only takes about 30 minutes from Taipei University Special Zone to central Taipei City via National Freeway 3. The main arterial roads in the special zone, such as Xueqin Road, Xuecheng Road, Daxue Road and other roads, have inter-regional bus routes with intensive frequency and running on national highways, which can directly reach urban CBDs such as Xinban Special District and Xinyi Planning District.[3]
",The under construction Sanying Line and apartment buildings in the Special Zone,"Aerial view of a modern urban landscape featuring a curved elevated road surrounded by green fields and residential buildings. In the background, tall apartment complexes rise against a clear sky. The scene showcases a blend of nature and urban development.","Alt-text: Aerial view of the Taipei University Special Zone, showcasing a modern highway curving through green fields and residential buildings. The image highlights the urban landscape with a mix of nature and infrastructure, emphasizing the connectivity to central Taipei City.","Aerial view of a modern highway curving through a green landscape, with tall buildings in the background. The scene shows a mix of urban and natural elements.","Aerial view of a highway winding through a green area, surrounded by residential buildings. The image highlights the connectivity of the Taipei University Special Zone to central Taipei City."
Michigan_Wolverines_Fab_Five_in_1992.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Michigan_Wolverines_Fab_Five_in_1992.jpg/170px-Michigan_Wolverines_Fab_Five_in_1992.jpg,Fab_Five_(University_of_Michigan)," The Fab Five was the 1991 University of Michigan men's basketball team recruiting class that many consider one of the greatest recruiting classes of all time.[1] The class consisted of Detroit natives Chris Webber (#4) and Jalen Rose (#5), Chicago native Juwan Howard (#25), and two recruits from Texas: Plano's Jimmy King (#24) and Austin's Ray Jackson (#21).[2] The Fab Five were the first team in NCAA history to compete in the championship game with all-freshman starters.[3]
","The Fab Five photographed by the University of Michigan athletic department in 1992. From left to right: Ray Jackson, Juwan Howard, Jalen Rose, Jimmy King and Chris Webber.","Five men are standing together in formal suits, posing for a photo. They are arranged in a group, with two men in the back and three in the front. The background features a set of stairs and a building with a ""M"" logo, suggesting a collegiate setting. The men appear confident and are looking directly at the camera.","Alt-text: ""The Fab Five, a renowned recruiting class from the 1991 University of Michigan men's basketball team, posing together in formal suits. The group includes five players: Chris Webber, Jalen Rose, Juwan Howard, Jimmy King, and Ray Jackson, standing confidently on a set of steps with a university building in the background.""","A group of five men dressed in formal suits stands together on a set of steps. They are posing confidently, with a sports stadium visible in the background.","Five men in formal suits stand together outdoors, with a university building in the background. They are part of the 1991 University of Michigan men's basketball recruiting class known as the Fab Five."
"Charles_Woodson_vs_Minnesota,_1997.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Charles_Woodson_vs_Minnesota%2C_1997.jpg/220px-Charles_Woodson_vs_Minnesota%2C_1997.jpg,Charles_Woodson," Woodson attended the University of Michigan, where he played for coach Lloyd Carr's Wolverines teams from 1995 to 1997.[7] He became the starter after the second game of his freshman season and played in 34 straight games. In addition to playing cornerback, he returned punts and occasionally played as a wide receiver.[8]
",Woodson playing for Michigan in 1997.,"A football player wearing a navy blue jersey with the number 2 and yellow pants is running on a grassy field. The player is in motion, holding a football, with a crowd of fans in the background wearing yellow and blue. The scene captures the excitement of a college football game.","Alt-text: ""A football player wearing a blue jersey with the number 2 and yellow pants runs on a field, holding a football. The background shows a crowd in the stands, indicating a game atmosphere.""","A football player in a blue and yellow uniform runs with the ball on a grassy field, surrounded by a cheering crowd in the background. The player's jersey number is ""2.""","A football player in a blue and yellow uniform runs with the ball during a game, with a crowd visible in the background. The player's jersey number is ""2."""
Spring_Christine_Hellyar_sculpture_20240117_164532_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Spring_Christine_Hellyar_sculpture_20240117_164532_03.jpg/220px-Spring_Christine_Hellyar_sculpture_20240117_164532_03.jpg,Christine_Hellyar," Working in both sculpture and installation, Hellyar's work incorporates a wide range of materials, from found natural items such as grass and stones, to clay, fabric and plaster, to latex, lead and bronze for casting.[3]: 54–55 
","Spring, a 2004 bronze and basalt sculpture in the Auckland Domain","Alt-text: A grassy park scene featuring large, flat stones arranged in a tiered formation. Two metal sculptures resembling plant stems with leaves stand beside the stones. In the background, trees and a building are visible, creating a natural and serene environment.","Alt-text: A large, flat stone installation in a grassy area, featuring several smaller stones and two bronze sculptures resembling plant forms on either side. The background includes trees and a building partially visible.","A large, flat stone structure in a grassy area, featuring two bronze sculptures resembling plant stems on either side. The background includes trees and a building partially visible.","Sculptural installation featuring large stone elements with metal figures emerging from them, set in a grassy outdoor space."
Desmond_Howard_with_Heisman_Trophy_statuette_1991.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Desmond_Howard_with_Heisman_Trophy_statuette_1991.jpg/220px-Desmond_Howard_with_Heisman_Trophy_statuette_1991.jpg,Desmond_Howard," Howard celebrating a touchdown against Notre Dame in September 1991. Howard played college football at the University of Michigan. During his time there Howard set or tied five NCAA records, and twelve school records, including 19 receiving touchdowns in a single season, the program's current all-time record.[1] In 1991, Howard caught 62 passes for 985 yards and scored 23 total touchdowns, while also rushing for 180 yards and gaining 694 yards on special teams, with an average of 27.5 yards per kickoff return and 14.1 yards per punt return.[2]  He won the Heisman Trophy, Maxwell Award, and Walter Camp Award, earning unanimous All-American honors. Howard captured 85 percent of the first-place votes in balloting for the Heisman, the largest margin in history at that time. Howard also earned a bachelor's degree in communications in 1992. In 2010, he was inducted into the College Football Hall of Fame[3] and he was honored as the inaugural Michigan Football Legend, a program honoring former players equivalent to a retired jersey number. Each Michigan player to wear Howard's No. 21 jersey was to wear a patch recognizing Howard, and dress at a locker bearing a plaque with his name and time of tenure at Michigan.[4]  Howard finished his three seasons at Michigan with 249 rushing yards, 134 receptions for 2,146 yards, 1,211 kickoff return yards, and 339 yards returning punts, while also scoring 37 touchdowns.
",Howard posing with the Heisman Trophy in December 1991.,"A young man in a formal suit and colorful tie smiles while holding a bronze trophy depicting a football player in motion. The background features a blurred interior setting, suggesting an award ceremony or formal event.","Alt-text: A young man in a formal suit and tie smiles while holding a trophy resembling a football player in motion. The background features a blurred interior setting, suggesting a prestigious environment.","A young man in a suit smiles while holding a trophy depicting a football player in motion. The background features ornate decor, suggesting a formal setting.",A young man in a suit smiles while holding a trophy depicting a football player in motion. The background features a decorative interior.
"Desmond_Howard_celebrating_touchdown_vs_Notre_Dame,_1991.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Desmond_Howard_celebrating_touchdown_vs_Notre_Dame%2C_1991.jpg/220px-Desmond_Howard_celebrating_touchdown_vs_Notre_Dame%2C_1991.jpg,Desmond_Howard," Howard played college football at the University of Michigan. During his time there Howard set or tied five NCAA records, and twelve school records, including 19 receiving touchdowns in a single season, the program's current all-time record.[1] In 1991, Howard caught 62 passes for 985 yards and scored 23 total touchdowns, while also rushing for 180 yards and gaining 694 yards on special teams, with an average of 27.5 yards per kickoff return and 14.1 yards per punt return.[2]  He won the Heisman Trophy, Maxwell Award, and Walter Camp Award, earning unanimous All-American honors. Howard captured 85 percent of the first-place votes in balloting for the Heisman, the largest margin in history at that time. Howard also earned a bachelor's degree in communications in 1992. In 2010, he was inducted into the College Football Hall of Fame[3] and he was honored as the inaugural Michigan Football Legend, a program honoring former players equivalent to a retired jersey number. Each Michigan player to wear Howard's No. 21 jersey was to wear a patch recognizing Howard, and dress at a locker bearing a plaque with his name and time of tenure at Michigan.[4]  Howard finished his three seasons at Michigan with 249 rushing yards, 134 receptions for 2,146 yards, 1,211 kickoff return yards, and 339 yards returning punts, while also scoring 37 touchdowns.
",Howard celebrating a touchdown against Notre Dame in September 1991.,"A black and white image of a football player wearing a jersey with the number 21, running with the ball in hand. He is in mid-stride, raising one arm in celebration. In the background, fans are cheering, and another player is visible in a striped referee uniform. The scene captures the excitement of a football game.","Alt-text: A black and white photograph of a college football player wearing jersey number 21, running with the ball. The player is in motion, raising one arm in celebration, while fans cheer in the background. The scene captures the excitement of a football game.","A black and white photograph of a football player wearing a jersey with the number 21, running with the ball while raising one arm in celebration. In the background, fans are cheering, and a referee is visible in striped attire.","A black and white photograph of a football player wearing jersey number 21, running with the ball during a game. The crowd in the background is cheering, and a referee is visible in the foreground."
"Coffin_of_Hor,_wood_-_Museo_Egizio_Turin_S_5228_p011.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Coffin_of_Hor%2C_wood_-_Museo_Egizio_Turin_S_5228_p011.jpg/220px-Coffin_of_Hor%2C_wood_-_Museo_Egizio_Turin_S_5228_p011.jpg,Valley_of_the_Queens," Conservation efforts in the Valley of the Queens happen in multiple ways. Some large concerns for the site include protection against mass tourism and a concoction of other natural risks.
",Coffin of Hor.,"Alt-text: A wooden Egyptian sarcophagus with intricate painted designs, including hieroglyphics and symbolic imagery. The lid is adorned with a colorful depiction of a falcon and other motifs, while the sides feature detailed inscriptions. The sarcophagus is displayed against a plain white background.","Alt-text: ""A beautifully decorated ancient Egyptian sarcophagus with intricate hieroglyphics and colorful designs, showcasing the artistry of the time. The sarcophagus is displayed against a neutral background, highlighting its historical significance.""","A wooden sarcophagus with intricate painted designs, featuring hieroglyphics and depictions of ancient Egyptian symbols. The lid is adorned with a colorful scene, including a sun disk and figures.","A wooden sarcophagus with intricate painted designs, including hieroglyphs and symbolic imagery, representing ancient Egyptian burial practices."
"And_this_is_my_cat_Garfield,_first_panel_from_Jon_(1976-01-08).png",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/And_this_is_my_cat_Garfield%2C_first_panel_from_Jon_%281976-01-08%29.png/220px-And_this_is_my_cat_Garfield%2C_first_panel_from_Jon_%281976-01-08%29.png,List_of_fictional_felines," 

Character

Origin

Notes


Garfield

Garfield

Garfield is an orange tabby cat born in the kitchen of an Italian restaurant (later revealed in the television special Garfield: His 9 Lives to be Mama Leoni's Italian Restaurant) and immediately ate all the pasta and lasagna in sight, thus developing his love and obsession for lasagna.[3][4] As an adult he is fat and lazy but extremely intelligent and fond of wisecracks in thought bubbles, with his owner Jon Arbuckle serving as a comic foil for him.


Heathcliff

Heathcliff

A boisterous and chubby but athletic tabby cat prone to wisecracks, causing physical mischief, chasing mailmen, and overturning garbage cans. Other felines from the strip include: The Catfather.[5]


Hobbes

Calvin and Hobbes

The plush Bengal tiger and best friend of the comic's protagonist, Calvin, Hobbes is perceived by Calvin as being a live tiger, but by every other character as a stuffed toy. Hobbes, whose name is an allusion to the English political philosopher, Thomas Hobbes, often tries to be the voice of reason for Calvin during their numerous adventures.


Krazy Kat

Krazy Kat

One of the first cats to star in a comic strip; the protagonist of the eponymous strip by George Herriman. Sweet and good-natured and simple, adores the scheming, wily, antisocial Ignatz Mouse even though Ignatz constantly plots against her.


Bucky B. Katt

Get Fuzzy

A sarcastic Siamese cat with an inflated ego, Bucky lives in an apartment with his human owner Rob Wilco and a dog named Satchel. Bucky's obsessions include becoming famous, inflicting harm on his roommates for perceived injustices and feuding with Fungo, a ferret who lives next door. Bucky is always drawn with his ears folded back, as if he is constantly in a state of aggressiveness or agitation.


Snuffles

Pearls Before Swine

A Himalayan White Cat who likes to hold grenades and throw them everywhere. He is owned by Zebra and is best friends with Guard Duck who likes to make armies and use guns.
","The first panel from the comic strip Jon, that would later become Garfield.","A cartoon panel featuring a man named Jon Arbuckle, who is sitting at a drawing board and introducing himself. Next to him is a cat named Garfield, who is sitting on a table. Jon is smiling and waving, while Garfield looks unimpressed. The dialogue includes Jon introducing himself and Garfield, with both characters speaking about their roles.","Alt-text: A comic strip featuring Jon Arbuckle, a cartoonist, introducing himself and his cat, Garfield. Jon is smiling and waving, saying, ""Hi there... I'm Jon Arbuckle. I'm a cartoonist and this is my cat Garfield."" Garfield, an orange tabby cat with a grumpy expression, responds, ""Hi, I'm Garfield. I'm a cat and this is my cartoonist, Jon."" The scene captures their humorous dynamic.","A comic strip featuring a cartoonist named Jon Arbuckle introducing himself and his cat, Garfield. Jon says, ""Hi there... I'm Jon Arbuckle. I'm a cartoonist and this is my cat Garfield."" Garfield responds, ""Hi, I'm Garfield. I'm a cat and this is my cartoonist, Jon.""","A comic strip featuring a cartoonist, Jon Arbuckle, introducing his cat, Garfield. Jon says, ""Hi there... I'm Jon Arbuckle. I'm a cartoonist and this is my cat Garfield."" Garfield responds, ""Hi there! I'm Garfield. I'm a cat and this is my cartoonist, Jon."""
Adelaide_LGAs_map_(City_of_Salisbury_highlighted).png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Adelaide_LGAs_map_%28City_of_Salisbury_highlighted%29.png/240px-Adelaide_LGAs_map_%28City_of_Salisbury_highlighted%29.png,City_of_Salisbury," The City of Salisbury is a local government area (LGA) located in the northern suburbs of Adelaide, South Australia. Its neighbours are the City of Playford, City of Tea Tree Gully and City of Port Adelaide Enfield.
",Adelaide's local government areas and the City of Salisbury,"A map of the Adelaide area in South Australia, highlighting the City of Salisbury in red at the top. The Adelaide City Centre is marked with a black circle and arrow, located towards the center of the map. The map includes a scale bar indicating distance in miles and kilometers. The background is a light green color.","Alt-text: ""Map showing the City of Salisbury highlighted in red within the northern suburbs of Adelaide, South Australia. The map includes a labeled marker for Adelaide City Centre and a scale bar.""","A map of Adelaide, Australia, highlighting the ""City of Salisbury"" in red. The ""Adelaide City Centre"" is marked with a circle, and a scale bar indicates distance.","Map showing the City of Salisbury in relation to Adelaide, South Australia. The area is highlighted in red, with ""CITY OF SALISBURY"" labeled, and ""ADELAIDE CITY CENTRE"" marked nearby. A scale bar is included at the bottom."
CFCM_No_6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/CFCM_No_6.jpg/220px-CFCM_No_6.jpg,Chemin_de_fer_du_Montenvers," The trains originally were drawn by steam locomotives built by SLM who supplied six 2-4-2T locomotives between  1908 and 1923. By 1953 the line was electrified, using an overhead line at 11 kV AC and 50 Hz, and service is provided by six electric railcars and trailers and three diesel locomotives, all from SLM. Trains run at 14 to 20 km/h (9 to 12 mph) and take 20 minutes for the journey.[2]
",2-4-2T rack loco No 6 at Chamonix,"Alt-text: A vintage steam locomotive displayed on a stone platform, surrounded by trees and mountains. The locomotive is painted in green and black, showcasing its intricate metalwork and steam engine components. The sky is clear with a few clouds, highlighting the scenic backdrop.","Alt-text: A vintage steam locomotive displayed on a pedestal, featuring a dark green and black color scheme. The locomotive has prominent steam pipes and a classic design, set against a backdrop of trees and mountains.","A vintage steam locomotive is displayed on a stone platform, surrounded by trees and mountains in the background. The locomotive features a dark green and black color scheme with visible brass fittings.","A vintage steam locomotive is displayed on a pedestal, showcasing its green and black exterior. The background features trees and mountains, indicating a scenic railway setting."
Marc_Summers_on_MP-17_(51325158368)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Marc_Summers_on_MP-17_%2851325158368%29_%28cropped%29.jpg/220px-Marc_Summers_on_MP-17_%2851325158368%29_%28cropped%29.jpg,Marc_Summers," In 1989, he auditioned to host the CBS daytime version of Wheel of Fortune; however, Bob Goen was hired instead.[4]
 Double Dare's popularity led Summers to other hosting jobs including the syndicated Couch Potatoes in 1989, and Nickelodeon's What Would You Do? in 1991. 
",Summers in 2021,"A smiling man with gray hair is seated in front of a colorful abstract background. He is wearing a black shirt and appears to be engaged in conversation, with microphones and equipment visible in front of him.","Alt-text: A smiling man with gray hair, wearing a black shirt, seated in front of a colorful abstract background. He appears to be engaged in conversation or hosting a show.","A man with gray hair and a black shirt smiles while seated at a desk with microphones and equipment in front of him. The background features an abstract, colorful design.","A smiling man with gray hair is seated in front of a colorful abstract background, wearing a black shirt. He appears to be engaged in conversation or hosting."
Bulmer_aucoin_(50517139537).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bulmer_aucoin_%2850517139537%29.jpg/220px-Bulmer_aucoin_%2850517139537%29.jpg,Keith_Aucoin," On July 3, 2008, Aucoin signed with the Washington Capitals. After attending the Capitals training camp for the 2008–09 season, the Capitals sent Aucoin to their AHL affiliate, the Hershey Bears. Aucoin's presence with Hershey had an immediate impact as he won the Reebok Player of the Week honors on October 12, 2008, and then the AHL Player of the Month for October 2008. In his first 20 games of 2008, he scored 8 goals with 21 assists. In December 2008, Aucoin was called up to the NHL with the Capitals, playing in 12 games, scoring two goals and assisting on four. He was reassigned back to the Bears for the playoffs where he won the Calder Cup in six games over the Manitoba Moose.
",Aucoin in action with the Chicago Wolves in 2014.,"Alt-text: A hockey player in a white and red uniform with the number 29 skates with the puck on the ice, while a player in a green and white uniform trails behind. The scene captures the intensity of a hockey game, with spectators in the background.","Alt-text: A hockey player wearing a red and yellow jersey with the number 29 skates on the ice, closely pursued by another player in a green and white jersey. The scene captures the intensity of a game, with both players focused on the puck.",A hockey player in a white and red uniform skates with the puck while being pursued by an opponent in a green and white uniform. The ice rink is visible in the background.,"A hockey player in a white jersey with red and yellow accents skates on the ice, pursued by another player in a green jersey. The scene captures a moment of action during a game."
Solo_Darling_(14389931459)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Solo_Darling_%2814389931459%29_%28cropped%29.jpg/200px-Solo_Darling_%2814389931459%29_%28cropped%29.jpg,Solo_Darling," Darling made her professional wrestling debut at OVW TV #615 on June 1, 2011, in a dark match, losing to Lady JoJo.[5] At Game Changer Wrestling's Joey Janela's Spring Break 4 from October 10, 2020, she participated in a 30-person battle royal where she competed against various wrestlers such as the winner Nate Webb, Shark Boy, JTG, Flash Flanagan and Marko Stunt.[6] She competed in a knockout battle royal at Impact #774 episode of Impact Wrestling, where she collided with other popular wrestlers such as Jordynne Grace, Tessa Blanchard, Scarlett Bordeaux and Madison Rayne.[7]
",Darling in 2013,"A female wrestler with long blonde hair styled in pigtails, wearing colorful makeup and a vibrant, multicolored outfit. She appears to be in a wrestling ring, looking surprised or excited.","Alt-text: A professional female wrestler with blonde hair styled in pigtails, wearing colorful makeup and a vibrant costume. She appears to be in a wrestling ring, looking focused and engaged.","A wrestler with blonde hair styled in pigtails, wearing colorful makeup and a vibrant costume, appears surprised or excited. The background suggests a wrestling ring setting.","A professional wrestler with blonde hair styled in pigtails, wearing colorful makeup and a vibrant outfit, appears in a wrestling ring."
New_Jersey_Symphony_Orchestra_logo_with_Jacques_Lacombe.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/New_Jersey_Symphony_Orchestra_logo_with_Jacques_Lacombe.png/220px-New_Jersey_Symphony_Orchestra_logo_with_Jacques_Lacombe.png,New_Jersey_Symphony," Other press comments have noted that in spite of the financial troubles and controversy over this instrument collection, the orchestra has improved artistically during the tenure of Neeme Järvi (2005-2009).[23] In October 2007, the New Jersey Symphony announced that Järvi had extended his contract as music director through the 2008–2009 season, with a commitment to six weeks of subscription concerts.[24] In February 2008, the orchestra confirmed the conclusion of Järvi's tenure as the New Jersey Symphony's music director at the end of the 2008–2009 season.[2] In March 2009, the New Jersey Symphony indicated that Järvi had agreed to serve as the orchestra's artistic adviser after the conclusion of his contract as music director, and subsequently to take the title of conductor laureate. The orchestra also reduced its staff and the number of subscription concerts, from 70 to 61, scheduled for the 2009–2010 season.[25][26]
",NJSO logo before the rebranding,"Alt-text: Logo of the New Jersey Symphony Orchestra featuring the letters ""NJSO"" in bold white and red text, with ""New Jersey Symphony Orchestra"" written above and ""Jacques Lacombe Music Director"" below. The background is a dark purple color.","Alt-text: Logo of the New Jersey Symphony Orchestra featuring the letters ""NJSO"" in bold white and red text, with the words ""Jacques Lacombe Music Director"" below. The background is dark purple.","Logo of the New Jersey Symphony Orchestra featuring the letters ""NJSO"" in bold white and red text. Below, it states ""Jacques Lacombe Music Director.""","Logo of the New Jersey Symphony Orchestra featuring the text ""NEW JERSEY SYMPHONY ORCHESTRA"" and ""JACQUES LACOMBE MUSIC DIRECTOR."" The design includes stylized letters in a bold font."
"Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brady_Tkachuk,_Brian_Dumoulin_and_Drake_Batherson_(53452076180).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brady_Tkachuk%2C_Brian_Dumoulin_and_Drake_Batherson_%2853452076180%29.jpg/220px-Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brady_Tkachuk%2C_Brian_Dumoulin_and_Drake_Batherson_%2853452076180%29.jpg,Brady_Tkachuk," Tkachuk was named an alternate captain in the 2020–21 season.[15] Tkachuk was selected to replace the injured Auston Matthews on the Atlantic Division roster for the 2020 NHL All-Star Game on January 22, 2020.[16] He finished the season with 17 goals and 36 points in 56 games and established himself as a pest to opposing teams and a leader to his own.[17]
",Tkachuk (center) battling for position with Brian Dumoulin of the Seattle Kraken in 2024.,"Alt-text: Two players from the Ottawa Senators, wearing white and red jerseys, are positioned on the ice, while a player from the Seattle Kraken, wearing a dark blue jersey, stands nearby. The scene captures a moment during an ice hockey game, with the players focused on the action.","Alt-text: ""Three hockey players on the ice during a game. Two players in red and white jerseys represent the Ottawa Senators, while one player in a dark blue jersey represents the Seattle Kraken. The players are in a competitive stance, with one of the Senators players in the foreground and the Kraken player positioned behind them.""","Two players in red and white jerseys and one player in a dark blue jersey are engaged in a hockey game on the ice. The players are positioned close together, with one player in the foreground wearing number 7.","Two hockey players in red and black jerseys are positioned on the ice, while a player in a dark blue jersey stands nearby. The scene captures a moment during a game, highlighting the action and intensity of ice hockey."
Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brian_Dumoulin_and_Drake_Batherson_(53451782453).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brian_Dumoulin_and_Drake_Batherson_%2853451782453%29.jpg/220px-Ottawa_Senators_at_Seattle_Kraken_-_2024-01-04_-_Brian_Dumoulin_and_Drake_Batherson_%2853451782453%29.jpg,Drake_Batherson," Batherson found immediate success in the AHL and was later selected to participate in the 2019 AHL All-Star Game, where he scored five goals for the North Division and was named Most Valuable Player.[10] On February 8, 2019, Batherson set a Belleville Senators franchise record for most goals by a rookie in a season when he scored his 12th goal of the season.[11] In 2019–20, Batherson split the season between Belleville and Ottawa. During the 2019–20 AHL season, Batherson was again chosen to participate in the 2020 AHL All-Star Game after leading the league in scoring.[12] During his time in Belleville, Batherson set franchise records for goals, assists and points.[13]
",Batherson (right) battling for position against Brian Dumoulin of the Seattle Kraken in 2024.,"Two ice hockey players are engaged in a competitive play on the rink. One player, wearing a black jersey with teal accents, is skating closely behind the other, who is in a white jersey with red and black details. The player in the white jersey is handling the puck, while the other is attempting to defend. The background shows a crowd and arena signage, indicating a lively game atmosphere.","Alt-text: Two ice hockey players compete for the puck on the rink. One player, wearing a black and teal jersey, is skating closely to the other player, who is in a white and red jersey. The background shows a crowd and arena signage.",A hockey game scene featuring two players in action. One player in a black and teal uniform is pursuing a player in a white and red uniform as they skate with their sticks.,"Two ice hockey players are engaged in a game, with one in a black and teal uniform and the other in a white and red uniform. The player in the white uniform is handling the puck while the other player is closely defending. The background shows a hockey rink with spectators."
Eugene_E._Lindsey_Arlington_National_Cemetery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Eugene_E._Lindsey_Arlington_National_Cemetery.jpg/310px-Eugene_E._Lindsey_Arlington_National_Cemetery.jpg,Eugene_E._Lindsey," Lindsey was born in Sprague, Washington, on 2 July 1905 and graduated from the United States Naval Academy in 1927.[1] William Brockman, Creed Burlingame and John Thatch were some of his classmates.[2] After duty on USS Nevada and USS Saratoga, he completed flight training in 1929 and served with a bombing squadron on USS Lexington and an observation squadron in USS Maryland. From 3 June 1940 he commanded Torpedo Squadron Six (VT-6), which flew Douglas TBD-1 ""Devastator"" torpedo bombers, in USS Enterprise.[3]
",Cenotaph at Arlington National Cemetery,"Alt-text: A cemetery scene featuring a row of white gravestones on a grassy hillside. In the foreground, a gravestone is prominently displayed, marked with a cross and the name ""Eugene Elbert Lindsey."" The background shows more gravestones scattered among trees with autumn foliage.","Alt-text: A gravestone marking the resting place of Eugene E. Lindsey, surrounded by a sloping hillside with several other white gravestones in the background. The scene is set among trees with autumn foliage.","A cemetery scene featuring white gravestones arranged on a grassy hillside. One gravestone is prominently displayed, inscribed with the name ""Eugene Elbert Lindsey"" and a cross symbol. The background shows more gravestones and trees with autumn foliage.","A gravestone marked with ""Eugene Elbert Lindsey"" stands among several other gravestones on a grassy hillside, surrounded by trees with autumn foliage."
Richard_Halsey_Best_Arlington_National_Cemetery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Richard_Halsey_Best_Arlington_National_Cemetery.jpg/220px-Richard_Halsey_Best_Arlington_National_Cemetery.jpg,Richard_Halsey_Best," After his retirement from the Navy, Best moved to Santa Monica, California, where he lived for the rest of his life. After discharge from the hospital, Best worked in a small research division of the Douglas Aircraft Corporation. This division became part of the Rand Corporation in December 1948, where Best headed the security department until his retirement in March 1975.[19] Best wrote the preface to the manual of Battlehawks 1942, a flight simulation video game released in 1988 by LucasFilm Games. 
",Grave at Arlington National Cemetery,"A white marble gravestone in a cemetery, engraved with the name ""Richard Halsey Best,"" along with the details ""CPL, US Navy, World War II, March 10, 1920 - October 8, 2011."" The gravestone is surrounded by other similar gravestones in a grassy area.","Alt-text: A white gravestone in a cemetery, inscribed with the name ""Richard Halsey Best,"" along with details indicating his rank as a Captain in the U.S. Navy and his service in World War II. The gravestone is surrounded by other similar gravestones in a grassy area.","A white gravestone in a cemetery reads ""RICHARD HALSEY BEST, CLERK, U.S. NAVY, WORLD WAR II, MAR 10, 1920 - OCT 30, 2001."" The stone is surrounded by other gravestones on grassy ground.","A white gravestone in a cemetery reads ""RICHARD HALSEY BEST, LIEUT. U.S. NAVY, WORLD WAR II, MAR. 21, 1920 - OCT. 6, 2001."" The stone is surrounded by other gravestones in a grassy area."
Headstone_of_Medgar_Evers.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Headstone_of_Medgar_Evers.jpg/220px-Headstone_of_Medgar_Evers.jpg,Medgar_Evers," Evers was memorialized by leading Mississippi and national authors James Baldwin, Margaret Walker, Eudora Welty, and Anne Moody.[37] In 1963, Evers was posthumously awarded the Spingarn Medal by the NAACP.[38] In 1969, Medgar Evers College was established in Brooklyn, New York, as part of the City University of New York.
",Grave at Arlington National Cemetery,"Alt-text: A close-up of a white gravestone marking the burial site of Medgar W. Evers, with the inscription detailing his name, military service in the Mississippi Tech 2nd OVC, and his role in World War II. The gravestone is surrounded by green grass and other gravestones in the background under a partly cloudy sky.","Alt-text: A gravestone marking the resting place of Medgar W. Evers, inscribed with his name, state, and military service details. The stone is surrounded by green grass and other gravestones in the background, under a partly cloudy sky.","A gravestone in a cemetery reads ""MEDGAR W. EVERS, MISSISSIPPI, TEC 5, U.S. ARMY, WORLD WAR II, 1925-1963."" The stone is surrounded by green grass and trees in the background.","A gravestone marked ""MEDGAR W. EVERS"" is shown, indicating his service in the military and his home state of Mississippi. The stone is surrounded by grass and other gravestones in the background."
