image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Nancy_Reagan_and_Maria_Pia_Fanfani.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Nancy_Reagan_and_Maria_Pia_Fanfani.jpg/220px-Nancy_Reagan_and_Maria_Pia_Fanfani.jpg,Maria_Pia_Fanfani," When martial law was imposed in Poland in 1981 to end the Solidarity movement's general strike against working and social conditions,[18] Fanfani returned to the country bringing medical supplies and food.[19] The same year, she outfitted a hospital in Bébédjia, Chad with the supplies it needed to operate and provided food and goods to meet basic needs in the community. In 1982, she published a book Un giorno a Bebedija (One Day in Bébédjia), which reflected on the impact of world hunger and political stability.[20] Poland awarded Fanfani a second Meritorious Activist of Culture Medal in 1983.[19] To further her ability to help others, Fanfani became president of the Women's Committee of the Italian Red Cross in 1983 and a vice president of the International Federation of Red Cross and Red Crescent Societies in 1985, serving a four-year term.[14] In 1985, she formed a foundation Sempre Insieme per la Pace (Always Together For Peace) to expand her humanitarian efforts,[21] funding the organization by selling all of her personal jewelry with the exception of her wedding ring.[15] She chartered a peace ship in conjunction with the Red Cross, which circumnavigated the African continent bringing food and medicines to Burkina Faso, Cameroon, Chad, Djibouti, Ethiopia, Guinea Bissau, Kenya, Mali, Mauritania, Mozambique, Niger, Senegal, Somalia, Sudan, Tanzania, Togo and Uganda. When the ship arrived back in Tunis in October, it was loaded with additional supplies to take medicine, clothing, and prefabricated buildings to the victims of the 1985 Mexico City earthquake.[22]
","Nancy Reagan and Maria Pia Fanfani, 1981","Two women stand side by side, smiling at the camera. One woman is wearing a blue dress with a bow at the neck, while the other is dressed in a green outfit with vertical stripes. They are holding a book or magazine and are positioned in a well-decorated room with light-colored walls and a floral-patterned sofa in the background.","Two women stand together, smiling and holding a book or document. One woman is dressed in a blue outfit with a bow at the neck, while the other wears a green dress with a patterned design. They are in a well-decorated room with a wooden door and a floral-patterned sofa in the background.","Two women stand side by side, both smiling and holding open books. One woman is dressed in a blue outfit with a bow, while the other wears a green dress with vertical stripes. The background features a floral-patterned chair and a painting on the wall.","Two women stand side by side, smiling and holding open books. One woman is dressed in a blue outfit with a bow at the neck, while the other wears a green dress with vertical stripes. The background features a decorative room with a painting and a patterned sofa."
Rio_Suzuki_Cannes_2015_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Rio_Suzuki_Cannes_2015_%28cropped%29.jpg/220px-Rio_Suzuki_Cannes_2015_%28cropped%29.jpg,Dororo_(2019_TV_series)," Hyakkimaru. Voiced by Hiroki Suzuki,[5] and Adam Gibbs.[6] As a result of his character not having too many lines, Suzuki was given multiple advices by MAPPA during recording of the episodes. Among many lines he enjoyed how Hyakkimaru starts calling Dororo by his name, something that he does by different range of emotions. He compared the duo's relationship similar to that of a buddy film and felt that the series' message involves humanity as Hyakkimaru becomes weaker every time he restores a part of his body.[7] Suzuki said Hyakkimaru sounded too ikemen and was asked to tone it down. The actor said that Hyakkimaru never attempts to sound cool and instead is more charming when talking with Dororo, citing their meeting in the second half of the series after the two split.[8]
Dororo. Voiced by Rio Suzuki,[5] and Chaney Moore.[6] Suzuki felt pressure about her being the youngest actor in the series but looked forward to her character's relationship with Hyakkimaru and their journey.[9]
Biwamaru. Voiced by Mutsumi Sasaki,[5] and James Belcher.[6]
Daigo Kagemitsu. Voiced by Naoya Uchida,[5] and David Wald.[6]
Tahōmaru. Voiced by Shōya Chiba,[5] and Blake Jackson.[6]
Jukai. Voiced by Akio Ōtsuka,[5] and Ty Mahany.[6] Otsuka had previously voiced Daigo Kagemitsu in the 2004 video game adaption.
Nuinokata. Voiced by Chie Nakamura,[5] and Patricia Duran.[6]",Rio Suzuki voices the title character.,"A young girl wearing a colorful traditional kimono with floral patterns and a wide obi belt stands on a stage. She has her hair styled neatly and is looking down, surrounded by adults in formal attire. The background features a red carpet and a blurred audience.","Alt-text: A young girl wearing a colorful traditional kimono with floral patterns and a decorative hairpiece, standing in front of a group of adults. She has a serious expression and is looking slightly downwards. The background is blurred, suggesting a formal event or ceremony.","A young girl wearing a colorful traditional kimono stands on a red carpet. She has her hair styled neatly and is looking down, with a serious expression.","A young girl in a colorful traditional kimono stands in front of a group of people, looking down with a serious expression. The background is blurred, focusing attention on her attire."
Parrandas_de_1965_en_Vega_Alta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Parrandas_de_1965_en_Vega_Alta.jpg/220px-Parrandas_de_1965_en_Vega_Alta.jpg,"Vega_Alta,_Cuba"," Vega Alta celebrates the Parrandas, a celebration throughout central Cuba, every year, on 25 April.
 Resources[edit] Vega Alta, Sagua la Chica, and Crecencio Valdés are the only towns in Camajuani that make clay.[21] : page 77 
",Women on a carriage in the 1965 parrandas of Vega Alta,"A black and white photograph of a woman sitting atop a large, decorated drum-like structure. She is wearing a light-colored dress and a headpiece, with her legs crossed. In the background, a crowd of people can be seen, some looking towards the camera. The image has a vintage feel, with visible wear and tear.","Alt-text: A black and white photograph of a woman sitting atop a large, decorated clay pot during a celebration in Vega Alta, Cuba. She is wearing a light-colored dress and a decorative headpiece, while people can be seen in the background, contributing to the festive atmosphere.","A black-and-white photograph of a woman sitting atop a large, decorated drum-like structure during a parade. She is wearing a light-colored dress and a headpiece, with people in the background observing the event.","A black-and-white photograph depicting a woman in a festive outfit sitting atop a large, decorated clay pot, surrounded by a crowd during a celebration. The image reflects the cultural festivities of Vega Alta, Cuba."
8th_Air_Force_officers_inspect_map_(204882163).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/8th_Air_Force_officers_inspect_map_%28204882163%29.jpg/220px-8th_Air_Force_officers_inspect_map_%28204882163%29.jpg,Orvil_A._Anderson," In World War II, Anderson worked in the Air War Plans Division, and was involved in planning the Combined Bomber Offensive against Nazi Germany.  He proved to be a brilliant, strategic planner and combat leader, as he selected the targets, planned, and directed the missions for Operation Big Week of February of 1944. These concentrated bombing strikes were the beginning of the 1,000-plane raids over Germany, which marked the turning point of the air war over Europe. He was promoted to brigadier general on September 18, 1942 and promoted to major general on February 28, 1944.
",Anderson (center) with Lieutenant General James Doolittle (right) and Brigadier General Charles Banfill (left) at 8th Air Force headquarters in England,"Three military officers in uniform are gathered around a large map, examining it closely. They are standing in front of a large wall map that displays geographical features and possibly strategic locations. The setting appears to be a command center or briefing room, with shadows cast on the wall behind them.","Alt-text: Three military officers in uniform examine a large map, standing in front of a wall-sized map of Europe. The setting appears to be a command center, with shadows cast on the wall behind them.","Three military officers examine a large map on the wall, which displays various geographical lines and markings. The officers are dressed in uniforms and appear focused on the map.","Three military officers examine a large map on the wall, discussing strategic plans. The setting appears to be a command center, with shadows cast by the figures."
Promotional_booklet_of_the_Republic_of_Korea_Armed_Forces_2019_-_K10_Ammunition_Resupply_Vehicle.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Promotional_booklet_of_the_Republic_of_Korea_Armed_Forces_2019_-_K10_Ammunition_Resupply_Vehicle.jpg/220px-Promotional_booklet_of_the_Republic_of_Korea_Armed_Forces_2019_-_K10_Ammunition_Resupply_Vehicle.jpg,K9_Thunder," The K10 ARV is an automatic resupply vehicle based on K9 platform, sharing most of the components and characteristics. Its concept study started in November 1998 by Samsung Aerospace Industries and Pusan National University. Its design began in February 2002 by Samsung Techwin (previously Samsung Aerospace Industries), the ADD, and the DTaQ (Defense Agency for Technology and Quality), The army declared its completion in October 2005. The first vehicle rolled out in November 2006, with a price tag of 2.68 billion KRW. It was assigned to the 1st Artillery Brigade of the Republic of Korea Army. South Korea became the first nation to operate such type of military equipment.[128][129][130][131]
",A K10 Ammunition Resupply Vehicle,"Alt-text: A military vehicle with a camouflaged exterior, featuring a large artillery piece mounted on the back. The vehicle is positioned on a paved surface with greenery in the background.","Alt-text: ""The K10 ARV, an automatic resupply vehicle based on the K9 platform, displayed in a camouflage pattern. The vehicle features a large loading mechanism and tracks, designed for military use.""","A military vehicle with a camouflage pattern, featuring a large artillery piece mounted on top. The vehicle is positioned on a paved surface with greenery in the background.","A military vehicle with a camouflaged exterior, featuring a large automated resupply system on its rear. The vehicle is designed for artillery support and is based on the K9 platform."
I_Can_See_Your_Voice_around_the_world.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/I_Can_See_Your_Voice_around_the_world.png/320px-I_Can_See_Your_Voice_around_the_world.png,I_Can_See_Your_Voice," I Can See Your Voice commenced franchising[25][26] with a joint agreement by CJ ENM and Chinese broadcaster Jiangsu Broadcasting Corporation in June 2015, to acquire the rights for producing its first locally-licensed adaptation.[27][28] On the other hand, Thailand was the first country to air its local adaptation, premiering on 13 January 2016.[29][4] Since then, the said franchise has produced 35 adaptations airing in 33 countries and territories.
",I Can See Your Voice franchise locations:   Original South Korean program  With a standalone adaptation of ICSYV  Part of a multinational or multilingual adaptation of ICSYV,"A world map highlighting different regions in various colors. The areas in blue represent countries or regions where a specific characteristic or status applies, while regions in pink (with diagonal stripes) indicate another category. The rest of the map is in gray, showing areas without the highlighted characteristics.","Alt-text: A world map highlighting countries where the franchise ""I Can See Your Voice"" has been adapted. Areas in blue represent countries with adaptations, while regions in pink indicate specific adaptations. The map provides a visual representation of the franchise's global reach.","A world map highlighting regions in blue, pink, and gray. The blue areas represent countries with specific characteristics, while the pink regions indicate another category. Gray areas are unmarked.","World map showing countries where ""I Can See Your Voice"" has been adapted. Areas in blue indicate countries with adaptations, while pink stripes highlight specific regions."
"Bryan_station,_August_12,_1982.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Bryan_station%2C_August_12%2C_1982.jpg/220px-Bryan_station%2C_August_12%2C_1982.jpg,Bryan_station_(Ohio)," Bryan was originally served by the Lake Shore and Michigan Southern Railway, later part of the New York Central Railroad. A wooden 19th-century station building constructed by the Lake Shore is still extant, as is a brick freight house constructed by the New York Central. A state historical marker next to the shelter commemorates the speed record set by the M-497 Black Beetle on July 23, 1966, which passed through Bryan.[2]
",Bryan station in August 1982,"A small, modern train station shelter is situated next to a set of railway tracks. The shelter features large glass windows and a sign indicating the station's name. In the background, there are trees and a few buildings under a partly cloudy sky. A red vehicle is parked nearby on the road.","Alt-text: ""A modern train station shelter at Bryan, Ohio, situated next to railway tracks. The shelter features a glass front and a sign indicating its service. In the background, there are trees and a few buildings, with a vintage car parked nearby under a partly cloudy sky.""","A train station platform with a small shelter is visible beside two sets of railway tracks. The sky is partly cloudy, and a red vehicle is parked nearby.","A train station shelter with a modern design stands beside railway tracks, surrounded by trees and a clear sky. The shelter features a sign that reads ""BRYAN."""
"Tower_block,_Huddersfield_(geograph_4191336)_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Tower_block%2C_Huddersfield_%28geograph_4191336%29_%28cropped%29.jpg/220px-Tower_block%2C_Huddersfield_%28geograph_4191336%29_%28cropped%29.jpg,Anita_Lonsbrough," She was the first woman winner of BBC Sports Personality of the Year in 1962.[2] and was the last person to win the 'Sports Outlook' trophy Northern Sports Star of the year award in 1962.
","The Lonsborough Flats in Huddersfield, named after Lonsbrough, were demolished in 2016.","A tall, multi-story brick building with several windows and balconies, situated at the corner of a street. In the foreground, there is a car parked on a road marked with yellow lines. The sky is overcast, and there are trees in the background.","Alt-text: A tall, multi-story brick building with several windows and a few balconies, situated at a street intersection. The sky is overcast, and there are other buildings visible in the background. A car is parked nearby, and yellow road markings are visible in the foreground.","A tall, brick apartment building with multiple floors and windows, located near a road with yellow parking lines. The building features balconies with pink railings.","A tall, brick apartment building with multiple floors and windows, situated near a road with yellow markings. The surrounding area includes trees and other buildings in the background."
Spirited_Garden_06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Spirited_Garden_06.jpg/220px-Spirited_Garden_06.jpg,Jeju_Island," An area covering about 12% (224 square kilometres or 86 square miles) of Jeju Island is called gotjawal, a local term for forests.[29] This area remained uncultivated until the 21st century, as its base of 'a'a lava made it difficult to develop for agriculture. Because this forest remained pristine for so long, it has a unique ecology.[30]
",Spirited Garden in Jeju Island,"A serene garden scene featuring a stone bridge arching over a clear pond filled with colorful koi fish. In the background, a small waterfall cascades over rocks, surrounded by lush greenery and ornamental plants. The area is well-maintained, with stone sculptures and manicured hedges enhancing the tranquil atmosphere.","Alt-text: A serene landscape featuring a stone bridge over a pond filled with koi fish. In the background, there are lush green trees and a small waterfall cascading over rocks, creating a tranquil atmosphere. The scene is surrounded by well-maintained gardens, enhancing the natural beauty of the area.","A serene garden scene featuring a stone bridge over a pond filled with koi fish. Waterfalls cascade in the background, surrounded by lush greenery and decorative stone structures.","A serene landscape featuring a stone bridge over a pond filled with koi fish, surrounded by lush greenery and small waterfalls. The scene reflects the natural beauty of Jeju Island's gotjawal forests."
CFCM_No_6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/CFCM_No_6.jpg/220px-CFCM_No_6.jpg,Chemin_de_fer_du_Montenvers," The trains originally were drawn by steam locomotives built by SLM who supplied six 2-4-2T locomotives between  1908 and 1923. By 1953 the line was electrified, using an overhead line at 11 kV AC and 50 Hz, and service is provided by six electric railcars and trailers and three diesel locomotives, all from SLM. Trains run at 14 to 20 km/h (9 to 12 mph) and take 20 minutes for the journey.[2]
",2-4-2T rack loco No 6 at Chamonix,"Alt-text: A vintage steam locomotive displayed on a stone platform, surrounded by trees and mountains. The locomotive is painted in green and black, showcasing its intricate metalwork and steam engine components. The sky is clear with a few clouds, highlighting the scenic backdrop.","Alt-text: A vintage steam locomotive displayed on a pedestal, featuring a dark green and black color scheme. The locomotive has prominent steam pipes and a classic design, set against a backdrop of trees and mountains.","A vintage steam locomotive is displayed on a stone platform, surrounded by trees and mountains in the background. The locomotive features a dark green and black color scheme with visible brass fittings.","A vintage steam locomotive is displayed on a pedestal, showcasing its green and black exterior. The background features trees and mountains, indicating a scenic railway setting."
Maximilian_Hecker_2023_by_Julija_Goyd.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maximilian_Hecker_2023_by_Julija_Goyd.jpg/220px-Maximilian_Hecker_2023_by_Julija_Goyd.jpg,Maximilian_Hecker," Maximilian Hecker (born July 26, 1977, in Heidenheim an der Brenz) is a German musician from Berlin, known for ethereal pop or dream pop music, similar to Radiohead, Sigur Rós, Tom Baxter and Nick Drake. He himself describes his songs as »melancholy pop hymns«.
","Maximilian Hecker, 2023, by Julija Goyd","A black and white portrait of a man with short, styled hair and a serious expression. He is wearing a simple black shirt and is standing against a textured gray background.","Alt-text: A black and white portrait of a man with short, styled hair and a serious expression, wearing a simple black shirt. The background is a textured gray surface.","A black and white portrait of a man with short, styled hair and a serious expression, wearing a simple black shirt. The background is a textured gray surface.","A black and white portrait of Maximilian Hecker, a German musician, with short hair and a serious expression, wearing a simple black shirt against a textured background."
H.E._Dr_Mohamed_Muizzu(3).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/H.E._Dr_Mohamed_Muizzu%283%29.jpg/220px-H.E._Dr_Mohamed_Muizzu%283%29.jpg,Mohamed_Muizzu," Mohamed Muizzu assumed office as the 8th President of the Republic of Maldives on 17 November 2023.[53] He is the fourth president to be democratically elected and the sixth from Malé.[54][55] His oath of office, alongside his running mate Hussain Mohamed Latheef, were administered by Ahmed Muthasim Adnan, Chief Justice of the Maldives at the Republic Square.[56]
",Muizzu's Working portrait,"A man with gray hair and a beard is seated at a desk, focused on writing on a piece of paper. He is wearing a light blue dress shirt and a tie. In the background, there is a curtain and a flag, suggesting a formal setting, possibly an office. There are also two blank sheets of paper on the desk and a small red container.","Alt-text: ""Mohamed Muizzu, the newly elected President of the Maldives, is seated at a desk, signing documents. He is dressed in a light blue shirt and a tie, with a focused expression. The background features a curtain and a flag of the Maldives.""","A man in a light blue shirt sits at a desk, writing on a piece of paper. Behind him, there is a curtain and a flag of the Maldives.","A man in a formal shirt sits at a desk, signing documents. The background features a curtain and a flag of the Maldives."
Issiaga_Sylla1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Issiaga_Sylla1.jpg/175px-Issiaga_Sylla1.jpg,Guinea_national_football_team," 

Rank

Player

Caps

Goals

Career


1
Issiaga Sylla
86
3
2011–present


2
Pascal Feindouno
85
30
1998–2012


3
Ousmane N'Gom Camara
73
2
1992–2005


4
Kémoko Camara
71
0
1994–2013


5
Morlaye Soumah
69
2
1988–2004


6
Chérif Souleymane
68
20
1964–1977


7
Dianbobo Baldé
67
2
2000–2012


8
Naby Yattara
61
0
2007–2019


9
Fodé Mansaré
60
8
2002–2010


10
Titi Camara
59
27
1991–2004

",Issiaga Sylla is Guinea's most capped player with 86 appearances.,"A football player wearing a red jersey with yellow and green accents, representing Cameroon, is in action on the field. He is dribbling the ball, with a focused expression, while a crowd is visible in the background. The player has long hair tied back and is wearing green socks.","Alt-text: A football player wearing a red jersey with yellow and green accents, representing Guinea, is in action on the field. The player has long hair tied back and is dribbling the ball during a match. The background shows a stadium filled with spectators.",A football player in a red jersey with yellow and green accents dribbles the ball on a grassy field. The player wears the number 3 and is surrounded by a cheering crowd in the background.,"The image features a football player in a red jersey with yellow and green accents, dribbling a ball on the field. The surrounding text lists the top players of the Guinea national football team by rank, caps, goals, and career span."
Santi_Herrero_OSSA_1968_Belgian_GP.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Santi_Herrero_OSSA_1968_Belgian_GP.jpg/225px-Santi_Herrero_OSSA_1968_Belgian_GP.jpg,Santiago_Herrero," 
In 1968, he would move up to compete in the 250cc Grand Prix world championship. Although the single cylinder Ossa had 20 horsepower (15 kW) less than the powerful V4 Yamahas of Phil Read and Bill Ivy, the Ossa was 45 pounds (20 kg) lighter and its monocoque frame was much stiffer, giving it superior agility.[2][3][5] Herrero was able to take advantage of the Ossa's light weight and superior handling characteristics to remain competitive, especially on tighter race tracks.[3][5][6] The Yamahas swept the championship, but Herrero's results left no doubt that the little Ossa was quick and dependable. He finished seventh in the championship and claimed a third place in the final race of the season at Monza.[1] He would once again take the 250cc Spanish National Championship.[4]",Herrero (62) competing in the 1968 Belgian Grand Prix.,"A black and white photograph of a motorcycle racer leaning into a turn on a racetrack. The racer is wearing a helmet and a racing suit, with the number ""22"" prominently displayed on the bike. In the background, there is a blurred view of the track and a white marker post. The image is signed in red ink at the top right corner.","Alt-text: A black and white photograph of a motorcycle racer leaning into a turn on a racetrack. The racer is wearing a helmet and a racing suit, with the number ""22"" prominently displayed on the bike. There is a handwritten signature in red ink above the image. The background shows a blurred view of the racetrack and grass.","A black and white photograph of a motorcycle racer leaning into a turn on a racetrack. The racer is wearing a helmet and a racing suit, with the number ""22"" visible on the bike. The image is signed in red ink, reading ""G. en afiche de H.""","A black and white photograph of a motorcycle racer leaning into a turn on a racetrack, wearing a helmet and racing suit. The image features the number ""22"" on the motorcycle and includes a handwritten signature in red ink."
